VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Time_At_Blood_Draw,Time at Blood Draw,DCW_090201.doc,Time,,,,,,,PhenX,PX090201010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Body_Temperature,Patient's Body Temperature,DCW_090201.doc,decimal,degrees Celsius,,,,,,PhenX,PX090201020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Position,Patient's Position,DCW_090201.doc,string,,,,,,,PhenX,PX090201030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Activity_Level,Patient's Activity Level,DCW_090201.doc,string,,,,,,,PhenX,PX090201040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Respiratory_Rate,Patient's Respiratory Rate,DCW_090201.doc,integer,,,,,,,PhenX,PX090201050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Sample_Site,Sample Site,DCW_090201.doc,string,,,,,,,PhenX,PX090201060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Allen_Test,Allen Test,DCW_090201.doc,string,,,,,,,PhenX,PX090201070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Inspired_Oxygen_Concentration,Inspired Oxygen Concentration,DCW_090201.doc,decimal,,,,,,,PhenX,PX090201080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Supplemental_Oxygen_Flow,Supplemental Oxygen Flow,DCW_090201.doc,string,,,,,,,PhenX,PX090201090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Mode_Of_Supported_Ventilation,Mode of Supported Ventilation,DCW_090201.doc,string,,,,,,,PhenX,PX090201100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Partial_Pressure_CO2,Partial Pressure of Carbon Dioxide (PaCO2),DCW_090201.doc,decimal,,,,,,,PhenX,PX090201110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Partial_Pressure_Of_Oxygen,Partial Pressure of Oxygen (PaO2),DCW_090201.doc,decimal,,,,,,,PhenX,PX090201120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Hydrogen_Ion_Concentration,Hydrogen Ion Activity (pH),DCW_090201.doc,decimal,,,,,,,PhenX,PX090201130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Total_Hemoglobin,Total Hemoglobin (Hbtotal),DCW_090201.doc,decimal,,,,,,,PhenX,PX090201140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Oxyhemoglobin_Saturation,Oxyhemoglobin Saturation (HbO2),DCW_090201.doc,decimal,,,,,,,PhenX,PX090201150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Carboxyhemoglobin,Carboxyhemoglobin (COHb),DCW_090201.doc,decimal,,,,,,,PhenX,PX090201160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX090201_Methemoglobin,Methemoglobin (MetHb),DCW_090201.doc,string,,,,,,,PhenX,PX090201170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
