VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX711001_Attention_Trouble_Concentrate_Noise,It's very hard for me to concentrate on a difficult task when there are noises around.,DCW_711001.doc,encoded values,,,,,Reverse-scored item,,PhenX,PX711001010000,,,,,1 = almost never,2 = sometimes,3 = often,4 = always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX711001_Attention_Trouble_Solve_Problem,"When I need to concentrate and solve a problem, I have trouble focusing my attention.",DCW_711001.doc,encoded values,,,,,Reverse-scored item,,PhenX,PX711001020000,,,,,1 = almost never,2 = sometimes,3 = often,4 = always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX711001_Attention_Working_Distracted_Events,"When I am working hard on something, I still get distracted by events around me.",DCW_711001.doc,encoded values,,,,,,,PhenX,PX711001030000,,,,,1 = almost never,2 = sometimes,3 = often,4 = always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX711001_Attention_Good_Music_Around,My concentration is good even if there is music in the room around me.,DCW_711001.doc,encoded values,,,,,,,PhenX,PX711001040000,,,,,1 = almost never,2 = sometimes,3 = often,4 = always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX711001_Attention_Good_Unaware_Surrounding,"When concentrating, I can focus my attention so that I become unaware of what's going on in the room around me.",DCW_711001.doc,encoded values,,,,,,,PhenX,PX711001050000,,,,,1 = almost never,2 = sometimes,3 = often,4 = always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX711001_Attention_Reading_Distracted_Talking,"When I am reading or studying, I am easily distracted if there are people talking in the same room.",DCW_711001.doc,encoded values,,,,,Reverse-scored item,,PhenX,PX711001060000,,,,,1 = almost never,2 = sometimes,3 = often,4 = always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX711001_Attention_Difficulty_Blocking_Thought,"When trying to focus my attention on something, I have difficulty blocking out distracting thoughts.",DCW_711001.doc,encoded values,,,,,Reverse-scored item,,PhenX,PX711001070000,,,,,1 = almost never,2 = sometimes,3 = often,4 = always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX711001_Attention_Hard_When_Excited,I have a hard time concentrating when I'm excited about something.,DCW_711001.doc,encoded values,,,,,Reverse-scored item,,PhenX,PX711001080000,,,,,1 = almost never,2 = sometimes,3 = often,4 = always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX711001_Attention_Ignore_Hunger,When concentrating I ignore feelings of hunger or thirst.,DCW_711001.doc,encoded values,,,,,,,PhenX,PX711001090000,,,,,1 = almost never,2 = sometimes,3 = often,4 = always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX711001_Attention_Quicky_Switch_Task,I can quickly switch from one task to another.,DCW_711001.doc,encoded values,,,,,,,PhenX,PX711001100000,,,,,1 = almost never,2 = sometimes,3 = often,4 = always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX711001_Attention_Taskes_Awhile_NewTask,It takes me a while to get really involved in a new task.,DCW_711001.doc,encoded values,,,,,Reverse-scored item,,PhenX,PX711001110000,,,,,1 = almost never,2 = sometimes,3 = often,4 = always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX711001_Attention_Difficult_Coordinate_During_Lecture,It is difficult for me to coordinate my attention between the listening and writing required when taking notes during lectures,DCW_711001.doc,encoded values,,,,,Reverse-scored item,,PhenX,PX711001120000,,,,,1 = almost never,2 = sometimes,3 = often,4 = always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
