VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160501_Hemophilia,Do you have hemophilia? (exclusion from Phlebotomy),DCW_160501.doc,encoded values,,,,,"If respondent answers ""Yes"", they are excluded from phlebotomy",,PhenX,PX160501010000,,,,,1 = Yes,2 = No,7 = Refused,9 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160501_Chemotherapy,Have you received cancer chemotherapy in the past four weeks or do you anticipate such therapy in the next four weeks? (exclusion from Phlebotomy),DCW_160501.doc,encoded values,,,,,"If respondent answers ""Yes"", they are excluded from phlebotomy",,PhenX,PX160501020000,,,,,1 = Yes,2 = No,7 = Refused,9 = Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160501_Exclusion_Criteria,Exclusion Criteria,DCW_160501.doc,enumerated,,,,,"If ""None"", proceed with blood draw",,PhenX,PX160501030000,,,,,Hemophilia,Received cancer chemotherapy in the last 3 weeks,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160501_Blood_Draw_Done,Was blood drawn?,DCW_160501.doc,enumerated,,,,,"If ""No"", record reason below",,PhenX,PX160501040000,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160501_Blood_Draw_Sample,Was full amount obtained?,DCW_160501.doc,enumerated,,,,,"If ""No"", record reason below",,PhenX,PX160501040100,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160501_Blood_Draw_Comments,"Record any comments about the blood draw, including any reasons for the tube not being drawn according to the protocol.",DCW_160501.doc,string,,,,,,,PhenX,PX160501040200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160501_Sample_Comments,Record any comments about the sample during processing.,DCW_160501.doc,string,,,,,,,PhenX,PX160501050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160501_HSV_Assay_Type,Record the type of assay used for HSV testing.,DCW_160501.doc,string,,,,,,,PhenX,PX160501060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160501_Equipment_Make,Make of the equipment used to perform the HSV assay.,DCW_160501.doc,string,,,,,,,PhenX,PX160501070100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160501_Equipment_Manufacturer,Manufacturer of the equipment used to perform the HSV assay.,DCW_160501.doc,string,,,,,,,PhenX,PX160501070200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160501_Assay_Repeatability,Repeatability of the assay,DCW_160501.doc,decimal,,,,,,,PhenX,PX160501080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160501_Coefficient_Of_Variation,Coefficient of variation for the assay,DCW_160501.doc,decimal,,,,,,,PhenX,PX160501090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160501_HSV_Type1_Assay_Results,HSV Type 1 assay results,DCW_160501.doc,enumerated,,,,,,,PhenX,PX160501100000,,,,,Positive,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX160501_HSV_Type2_Assay_Results,HSV Type 2 assay results,DCW_160501.doc,enumerated,,,,,,,PhenX,PX160501110000,,,,,Positive,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
