VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX111201_General_Overall_Health,"In general, would you say your overall health is:",DCW_111201.doc,encoded values,,,,,,,PhenX,PX111201010000,,,,,1 = excellent,2 = very good,3 = good,4 = fair,5 = poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX111201_Eyesight_Both_Eyes,"At the present time, would you say your eyesight using both eyes (with glasses or contact lenses, if you wear them) is excellent, good, fair, poor, or very poor or are you completely blind?",DCW_111201.doc,encoded values,,,,,,,PhenX,PX111201020000,,,,,1 = excellent,2 = good,3 = fair,4 = poor,5 = very poor,6 = completely blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX111201_Time_Worry_Eyesight,How much of the time do you worry about your eyesight?,DCW_111201.doc,encoded values,,,,,,,PhenX,PX111201030000,,,,,1 = none of the time,2 = a little of the time,3 = some of the time,4 = most of the time,5 = all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX111201_Pain_Discomfort_In_Around_Eyes,"How much pain or discomfort have you had in and around your eyes (for example, burning, itching, or aching)? Would you say it is:",DCW_111201.doc,encoded values,,,,,,,PhenX,PX111201040000,,,,,1 = none,2 = mild,3 = moderate,4 = severe,5 = very severe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX111201_Difficulty_Read_Ordinary_Print_Newspapers,How much difficulty do you have reading ordinary print in newspapers? Would you say you have:,DCW_111201.doc,encoded values,,,,,,,PhenX,PX111201050000,,,,,1 = no difficulty at all,2 = a little difficulty,3 = moderate difficulty,4 = extreme difficulty,5 = stopped doing this because of your eyesight,6 = stopped doing this for other reasons or not interested in doing this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX111201_Difficulty_Work_Hobby_See_Close,"How much difficulty do you have doing work or hobbies that require you to see well up close, such as cooking, sewing, fixing things around the house, or using hand tools? Would you say:",DCW_111201.doc,encoded values,,,,,,,PhenX,PX111201060000,,,,,1 = no difficulty at all,2 = a little difficulty,3 = moderate difficulty,4 = extreme difficulty,5 = stopped doing this because of your eyesight,6 = stopped doing this for other reasons or not interested in doing this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX111201_Difficulty_Find_Something_Crowded_Shelf,"Because of your eyesight, how much difficulty do you have finding something on a crowded shelf?",DCW_111201.doc,encoded values,,,,,,,PhenX,PX111201070000,,,,,1 = no difficulty at all,2 = a little difficulty,3 = moderate difficulty,4 = extreme difficulty,5 = stopped doing this because of your eyesight,6 = stopped doing this for other reasons or not interested in doing this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX111201_Difficulty_Read_Sign_Store_Name,How much difficulty do you have reading street signs or the names of stores?,DCW_111201.doc,encoded values,,,,,,,PhenX,PX111201080000,,,,,1 = no difficulty at all,2 = a little difficulty,3 = moderate difficulty,4 = extreme difficulty,5 = stopped doing this because of your eyesight,6 = stopped doing this for other reasons or not interested in doing this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX111201_Difficulty_Stair_Curb_Dim_Light_Night,"Because of your eyesight, how much difficulty do you have going down steps, stairs, or curbs in dim light or at night?",DCW_111201.doc,encoded values,,,,,,,PhenX,PX111201090000,,,,,1 = no difficulty at all,2 = a little difficulty,3 = moderate difficulty,4 = extreme difficulty,5 = stopped doing this because of your eyesight,6 = stopped doing this for other reasons or not interested in doing this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX111201_Difficulty_Notice_Object_Off_Side,"Because of your eyesight, how much difficulty do you have noticing objects off to the side while you are walking along?",DCW_111201.doc,encoded values,,,,,,,PhenX,PX111201100000,,,,,1 = no difficulty at all,2 = a little difficulty,3 = moderate difficulty,4 = extreme difficulty,5 = stopped doing this because of your eyesight,6 = stopped doing this for other reasons or not interested in doing this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
