VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX201101_Looking_Up_Increases_Problem,Does looking up increase your problem?,DCW_201101.doc,encoded values,,,,,,,PhenX,PX201101010000,,,,,4 = Yes,2 = Sometimes,0 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX201101_Feel_Frustrated,"Because of your problem, do you feel frustrated?",DCW_201101.doc,encoded values,,,,,,,PhenX,PX201101020000,,,,,4 = Yes,2 = Sometimes,0 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX201101_Restrict_Travel,"Because of your problem, do you restrict your travel for business or recreation?",DCW_201101.doc,encoded values,,,,,,,PhenX,PX201101030000,,,,,4 = Yes,2 = Sometimes,0 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX201101_Walking_Down_Aisle_Increase_Problem,Does walking down the aisle of a supermarket increase your problem?,DCW_201101.doc,encoded values,,,,,,,PhenX,PX201101040000,,,,,4 = Yes,2 = Sometimes,0 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX201101_Difficulty_Getting_Out_Of_Bed,"Because of your problem, do you have difficulty getting into or out of bed?",DCW_201101.doc,encoded values,,,,,,,PhenX,PX201101050000,,,,,4 = Yes,2 = Sometimes,0 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX201101_Problem_Restricts_Social_Participation,"Does your problem significantly restrict your participation in social activities such as going out to dinner, the movies, dancing or to parties?",DCW_201101.doc,encoded values,,,,,,,PhenX,PX201101060000,,,,,4 = Yes,2 = Sometimes,0 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX201101_Difficulty_Reading,"Because of your problem, do you have difficulty reading?",DCW_201101.doc,encoded values,,,,,,,PhenX,PX201101070000,,,,,4 = Yes,2 = Sometimes,0 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX201101_Sports_Dancing_Chores_Increases_Problems,Does performing more ambitious activities such as sports or dancing or household chores such as sweeping or putting dishes away increase your problem?,DCW_201101.doc,encoded values,,,,,,,PhenX,PX201101080000,,,,,4 = Yes,2 = Sometimes,0 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX201101_Afraid_To_Leave_Home_Unaccompanied,"Because of your problem, are your afraid to leave your home without having someone accompany you?",DCW_201101.doc,encoded values,,,,,,,PhenX,PX201101090000,,,,,4 = Yes,2 = Sometimes,0 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX201101_Embarrassed_In_Front_Of_Others,"Because of your problem, are you embarrassed in front of others?",DCW_201101.doc,encoded values,,,,,,,PhenX,PX201101100000,,,,,4 = Yes,2 = Sometimes,0 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
