"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX181101_Temperament_Child_Hurry","My child seems always in a big hurry to get from one place to another.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101010000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Frustrated","My child gets quite frustrated when prevented from doing something s/he wants to do.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101020000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Drawing_Coloring","My child when drawing or coloring in a book, shows strong concentration.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101030000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Adventurous","My child likes going down high slides or other adventurous activities.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101040000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Upset_Bruise","My child is quite upset by a little cut or bruise.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101050000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Preparation","My child prepares for trips and outings by planning things s/he will need.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101060000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Rush","My child often rushes into new situations.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101070000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Sad_Plans","My child tends to become sad if the family's plans don't work out.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101080000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Singing","My child likes being sung to.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101090000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Ease_People","My child seems to be at ease with almost any person.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101100000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Afraid_Burglars","My child is afraid of burglars or the \"boogie man.\"","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101110000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Attention_Detail","My child notices it when parents are wearing new clothing.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101120000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Quiet_Activities","My child prefers quiet activities to active games.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101130000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Angry_Upset","My child when angry about something, s/he tends to stay upset for ten minutes or longer.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101140000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Concentration","My child when building or putting something together, becomes very involved in what s/he is doing, and works for long periods.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101150000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_High_Fast","My child likes to go high and fast when pushed on a swing.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101160000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Depressed","My child seems to feel depressed when unable to accomplish some task.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101170000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Following_Instructions","My child is good at following instructions.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101180000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Approaching_New_Situations","My child takes a long time in approaching new situations.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101190000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
"PX181101_Temperament_Child_Complains_Ill","My child hardly ever complains when ill with a cold.","DCW_181101.doc","encoded values","","","","","","","PhenX","PX181101200000","","","","","1 = extremely untrue of your child","2 = quite untrue of your child","3 = slightly untrue of your child","4 = neither true nor false of your child","5 = slightly true of your child","6 = quite true of your child","7 = extremely true of your child","NA = not applicable","","","","","","","","","","","",""
