VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,
PX910502_Quantitive_Factor_Eight_Clotting_Sample_Collection,Were the sample collection procedures outlined in Lippi et al. (2012) to ensure quality specimens for coagulation testing followed?,DCW_910502.doc,enumerated,,,,,,,PhenX,PX910502010100,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Individual_Winged_Butterfly,Was a winged butterfly collection system used?,DCW_910502.doc,enumerated,,,,,,,PhenX,PX910502010201,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Individual_Discard_Tube,Was a discard tube drawn?,DCW_910502.doc,enumerated,,,,,ASK IF Q1.2=YES,,PhenX,PX910502010202,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Sample_Processing,Were the sample collection procedures outlined in Adcock Funk et al. (2012) followed?,DCW_910502.doc,enumerated,,,,,,,PhenX,PX910502020100,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Sample_Processing_Capped_Room_Temp,Did unprocessed or processed sodium citrate samples remain capped and at room temperature until testing?,DCW_910502.doc,enumerated,,,,,,,PhenX,PX910502020200,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Sample_Processing_Not_Refrigerated_Stored,Were samples refrigerated or stored on ice or in an ice bath?,DCW_910502.doc,enumerated,,,,,,,PhenX,PX910502020300,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Sample_Processing_Not_Transported_Vertically,Were samples transported vertically?,DCW_910502.doc,enumerated,,,,,,,PhenX,PX910502020400,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Sample_Processing_Not_Agitated,Were samples agitated during transportation to avoid remixing of components?,DCW_910502.doc,enumerated,,,,,,,PhenX,PX910502020500,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Sample_Processing_Transported_Stored,Were procedures for samples transportation and storage followed?,DCW_910502.doc,enumerated,,,,,,,PhenX,PX910502020600,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Sample_Processing_Unprocessed_Sodium_Citrate,Were samples transported and stored as unprocessed sodium citrate whole blood samples?,DCW_910502.doc,enumerated,,,,,,,PhenX,PX910502020700,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Sample_Processing_Whole_Blood_Centrifuged,Were samples transported and stored as whole blood samples centrifuged and maintained in sodium citrate tubes?,DCW_910502.doc,enumerated,,,,,,,PhenX,PX910502020800,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Sample_Processing_Plasma_Processed_Centrifugation,Were samples transported and stored as plasma processed by centrifugation and aliquoting into a second tube?,DCW_910502.doc,enumerated,,,,,,,PhenX,PX910502020900,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Individual_Whole_Blood_PPP,Were whole blood samples processed to platelet poor plasma (PPP) within 1 hour of collection?,DCW_910502.doc,enumerated,,,,,ASK IF Q2.8=YES OR Q2.9=YES,,PhenX,PX910502021001,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Individual_Whole_Blood_Assayed,Were samples assayed within 4 hours of collection?,DCW_910502.doc,enumerated,,,,,ASK IF Q2.8=YES OR Q2.9=YES,,PhenX,PX910502021002,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Individual_Centrifuge_Validated,"Was the centrifuge validated so that process results in less than 10,000 platelets/microliter?",DCW_910502.doc,enumerated,,,,,ASK IF Q2.8=YES OR Q2.9=YES,,PhenX,PX910502021003,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Individual_Frozen_Immediately,Were centrifuged samples frozen immedietely and stored at -20C for 2 weeks?,DCW_910502.doc,enumerated,,,,,ASK IF Q2.8=YES OR Q2.9=YES,,PhenX,PX910502021004,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Individual_Transferred_Storage,"Were samples transferred to <-70C for longer storage, including shipment?",DCW_910502.doc,enumerated,,,,,ASK IF Q2.8=YES OR Q2.9=YES,,PhenX,PX910502021005,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Bethesda_Assay_Nijmegen_Modification_One,Were appropriate assays and instruments to perform the Bethesda assay with Nijmegen modification using the one-stage clotting factor assay chosen?,DCW_910502.doc,enumerated,,,,,,,PhenX,PX910502030000,,,,,Yes,No
PX910502_Quantitive_Factor_Eight_Clotting_Interpretation_Results,Was a result of >= 0.6 Bethesda Units (BU) per mL on two or more separate assays over a 1-4 week period achieved?,DCW_910502.doc,enumerated,,,,,,,PhenX,PX910502040000,,,,,Yes,No
