"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX560102_Behavioral_Health_Screener_Problems_Depressed_Hopeless","When was the last time that you had significant problems with feeling very trapped, lonely, sad, blue, depressed, or hopeless about the future?","DCW_560102.doc","encoded values","","","","","","","PhenX","PX560102010100","","","","","4 = Past month","3 = 2 to 3 months ago","2 = 4 to 12 months ago","1 = 1+ years ago","0 = Never","","","","","","","","","","","","","","",""
"PX560102_Behavioral_Health_Screener_Problems_Sleep_Trouble","When was the last time that you had significant problems with sleep trouble, such as bad dreams, sleeping restlessly, or falling asleep during the day?","DCW_560102.doc","encoded values","","","","","","","PhenX","PX560102010200","","","","","4 = Past month","3 = 2 to 3 months ago","2 = 4 to 12 months ago","1 = 1+ years ago","0 = Never","","","","","","","","","","","","","","",""
"PX560102_Behavioral_Health_Screener_Problems_Anxious_Nervous","When was the last time that you had significant problems with feeling very anxious, nervous, tense,scared, panicked, or like something bad was going to happen?","DCW_560102.doc","encoded values","","","","","","","PhenX","PX560102010300","","","","","4 = Past month","3 = 2 to 3 months ago","2 = 4 to 12 months ago","1 = 1+ years ago","0 = Never","","","","","","","","","","","","","","",""
"PX560102_Behavioral_Health_Screener_Problems_Remind_Past","When was the last time that you had significant problems with becoming very distressed and upset when something reminded you of the past?","DCW_560102.doc","encoded values","","","","","","","PhenX","PX560102010400","","","","","4 = Past month","3 = 2 to 3 months ago","2 = 4 to 12 months ago","1 = 1+ years ago","0 = Never","","","","","","","","","","","","","","",""
"PX560102_Behavioral_Health_Screener_Problems_End_Life_Suicide","When was the last time that you had significant problems with thinking about ending your life or committing suicide?","DCW_560102.doc","encoded values","","","","","","","PhenX","PX560102010500","","","","","4 = Past month","3 = 2 to 3 months ago","2 = 4 to 12 months ago","1 = 1+ years ago","0 = Never","","","","","","","","","","","","","","",""
"PX560102_Behavioral_Health_Screener_Problems_See_Hear_Things","When was the last time that you had significant problems with seeing or hearing things that no one else could see or hearor feeling that someone else could read or control your thoughts?","DCW_560102.doc","encoded values","","","","","","","PhenX","PX560102010600","","","","","4 = Past month","3 = 2 to 3 months ago","2 = 4 to 12 months ago","1 = 1+ years ago","0 = Never","","","","","","","","","","","","","","",""
"PX560102_Behavioral_Health_Screener_Two_Times_Lie_Con","When was the last time that you did the following things two or more times? Lied or conned to get things you wanted or to avoid having to do something","DCW_560102.doc","encoded values","","","","","","","PhenX","PX560102020100","","","","","4 = Past month","3 = 2 to 3 months ago","2 = 4 to 12 months ago","1 = 1+ years ago","0 = Never","","","","","","","","","","","","","","",""
"PX560102_Behavioral_Health_Screener_Two_Times_Pay_Attention","When was the last time that you did the following things two or more times? Had a hard time paying attention at school, work, or home","DCW_560102.doc","encoded values","","","","","","","PhenX","PX560102020200","","","","","4 = Past month","3 = 2 to 3 months ago","2 = 4 to 12 months ago","1 = 1+ years ago","0 = Never","","","","","","","","","","","","","","",""
"PX560102_Behavioral_Health_Screener_Two_Times_Listen_Instructions","When was the last time that you did the following things two or more times? Had a hard time listening to instructions at school, work, or home","DCW_560102.doc","encoded values","","","","","","","PhenX","PX560102020300","","","","","4 = Past month","3 = 2 to 3 months ago","2 = 4 to 12 months ago","1 = 1+ years ago","0 = Never","","","","","","","","","","","","","","",""
"PX560102_Behavioral_Health_Screener_Two_Times_Wait_Turn","When was the last time that you did the following things two or more times? Had a hard time waiting for your turn","DCW_560102.doc","encoded values","","","","","","","PhenX","PX560102020400","","","","","4 = Past month","3 = 2 to 3 months ago","2 = 4 to 12 months ago","1 = 1+ years ago","0 = Never","","","","","","","","","","","","","","",""
